,Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
11019,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11020,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,No,,,,,Yes,No Recidivism,Male
11021,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,No,,,,,Yes,No Recidivism,Male
11022,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,No,,,,,Yes,No Recidivism,Male
11023,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,58.0,Aggravated Misdemeanor,Property,Theft,No,New,Male
11024,2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,130.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,New,Male
11025,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
11026,2012,2015,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Male
11027,2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11028,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,432.0,,,,Yes,Tech,Male
11029,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,558.0,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
11030,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,768.0,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
11031,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Property,Theft,Parole,8JD,No,,,,,Yes,No Recidivism,Male
11032,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Other Drug,Parole,ISC,No,,,,,No,No Recidivism,Male
11033,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
11034,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
11035,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
11036,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,235.0,D Felony,Public Order,Other Public Order,Yes,New,Female
11037,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,Parole,ISC,No,,,,,Yes,No Recidivism,Male
11038,2012,2015,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,3JD,No,,,,,Yes,No Recidivism,Female
11039,2012,2015,White - Hispanic,25-34,D Felony,Drug,Other Drug,Parole,8JD,No,,,,,Yes,No Recidivism,Male
11040,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,222.0,Serious Misdemeanor,Public Order,Flight/Escape,No,New,Male
11041,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,188.0,D Felony,Drug,Drug Possession,Yes,New,Male
11042,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Special Sentence,7JD,Yes,665.0,,,,Yes,Tech,Male
11043,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,572.0,C Felony,Drug,Trafficking,No,New,Male
11044,2012,2015,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,ISC,No,,,,,No,No Recidivism,Male
11045,2012,2015,White - Hispanic,25-34,D Felony,Property,Burglary,Parole,ISC,No,,,,,No,No Recidivism,Male
11046,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,1069.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
11047,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,No,No Recidivism,Female
11048,2012,2015,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole,7JD,No,,,,,No,No Recidivism,Female
11049,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,364.0,D Felony,Property,Theft,No,New,Male
11050,2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,8JD,No,,,,,Yes,No Recidivism,Male
11051,2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Special Sentence,3JD,Yes,130.0,,,,Yes,Tech,Male
11052,2012,2015,Black - Non-Hispanic,Under 25,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11053,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,1JD,Yes,248.0,Public Order,Flight/Escape,,No,New,Male
11054,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Parole,5JD,Yes,363.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
11055,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,,,,,No,No Recidivism,Male
11056,2012,2015,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,208.0,D Felony,Drug,Drug Possession,Yes,New,Male
11057,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,Yes,768.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
11058,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,Yes,468.0,,,,Yes,Tech,Male
11059,2012,2015,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,ISC,No,,,,,No,No Recidivism,Male
11060,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11061,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11062,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11063,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11064,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11065,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11066,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11067,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,Yes,1001.0,D Felony,Drug,Drug Possession,Yes,New,Female
11068,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,42.0,,,,Yes,Tech,Male
11069,2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,Parole,8JD,Yes,353.0,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,Yes,New,Female
11070,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11071,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,237.0,D Felony,Violent,Assault,No,New,Male
11072,2012,2015,White - Non-Hispanic,25-34,C Felony,Other,Other Violent,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
11073,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,ISC,Yes,524.0,,,,Yes,Tech,Male
11074,2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,6JD,No,,,,,Yes,No Recidivism,Female
11075,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11076,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11077,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11078,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,628.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
11079,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
11080,2012,2015,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,ISC,Yes,862.0,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
11081,2012,2015,White - Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11082,2012,2015,White - Hispanic,55 and Older,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11083,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,1JD,Yes,115.0,C Felony,Drug,Trafficking,Yes,New,Male
11084,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,Yes,419.0,,,,Yes,Tech,Male
11085,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,133.0,D Felony,Property,Theft,Yes,New,Female
11086,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,874.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
11087,2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,Kidnap,Parole,4JD,Yes,286.0,,,,Yes,Tech,Male
11088,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11089,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11090,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11091,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11092,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11093,2012,2015,White - Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
11094,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,3JD,Yes,530.0,,,,Yes,Tech,Male
11095,2012,2015,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,8JD,Yes,473.0,Aggravated Misdemeanor,Property,Theft,Yes,New,Male
11096,2012,2015,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,625.0,B Felony,Drug,Trafficking,No,New,Male
11097,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,1JD,Yes,377.0,,,,Yes,Tech,Male
11098,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,No,,,,,No,No Recidivism,Female
11099,2012,2015,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,2JD,No,,,,,Yes,No Recidivism,Male
11100,2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11101,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11102,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Vandalism,Parole,5JD,Yes,553.0,,,,Yes,Tech,Male
11103,2012,2015,American Indian or Alaska Native - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
11104,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,5JD,Yes,417.0,D Felony,Drug,Drug Possession,Yes,New,Male
11105,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,6JD,No,,,,,Yes,No Recidivism,Male
11106,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
11107,2012,2015,White - Non-Hispanic,35-44,Serious Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11108,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,4JD,No,,,,,Yes,No Recidivism,Male
11109,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,4JD,No,,,,,Yes,No Recidivism,Male
11110,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,350.0,D Felony,Property,Burglary,No,New,Male
11111,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,281.0,D Felony,Drug,Drug Possession,No,New,Male
11112,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,,,,,Yes,No Recidivism,Male
11113,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,,,,,Yes,No Recidivism,Male
11114,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,,,,,Yes,No Recidivism,Male
11115,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,,,,,Yes,No Recidivism,Male
11116,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,381.0,Aggravated Misdemeanor,Property,Theft,No,New,Male
11117,2012,2015,White - Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,245.0,C Felony,Drug,Trafficking,No,New,Male
11118,2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,7JD,Yes,194.0,,,,Yes,Tech,Male
11119,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,Yes,No Recidivism,Male
11120,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,Yes,No Recidivism,Male
11121,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,Yes,No Recidivism,Male
11122,2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11123,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11124,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11125,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11126,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11127,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11128,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,169.0,Aggravated Misdemeanor,Property,Theft,No,New,Male
11129,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11130,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,6JD,No,,,,,Yes,No Recidivism,Male
11131,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Special Sentence,2JD,Yes,945.0,,,,Yes,Tech,Male
11132,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,308.0,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Male
11133,2012,2015,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,3JD,No,,,,,No,No Recidivism,Male
11134,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11135,2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,ISC,No,,,,,No,No Recidivism,Male
11136,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,7JD,No,,,,,Yes,No Recidivism,Male
11137,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,582.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
11138,2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Sex Offender Registry/Residency,Parole,5JD,No,,,,,Yes,No Recidivism,Male
11139,2012,2015,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11140,2012,2015,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,6JD,Yes,455.0,Serious Misdemeanor,Public Order,OWI,Yes,New,Male
11141,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,745.0,,,,No,Tech,Male
11142,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,3JD,Yes,596.0,,,,Yes,Tech,Male
11143,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11144,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11145,2012,2015,White - Hispanic,35-44,C Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11146,2012,2015,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Public Order,Flight/Escape,Parole,5JD,No,,,,,Yes,No Recidivism,Male
11147,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,257.0,D Felony,Drug,Drug Possession,Yes,New,Male
11148,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,Yes,118.0,,,,Yes,Tech,Male
11149,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole,2JD,Yes,945.0,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Male
11150,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,250.0,Felony - Enhancement to Original Penalty,Property,Burglary,No,New,Male
11151,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Drug,Other Drug,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11152,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,6JD,No,,,,,Yes,No Recidivism,Female
11153,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,6JD,No,,,,,Yes,No Recidivism,Female
11154,2012,2015,White - Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,3JD,No,,,,,Yes,No Recidivism,Male
11155,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,ISC,Yes,887.0,D Felony,Public Order,Weapons,No,New,Male
11156,2012,2015,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11157,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Sex,Special Sentence,4JD,No,,,,,Yes,No Recidivism,Male
11158,2012,2015,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,7JD,Yes,961.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Female
11159,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,6JD,Yes,142.0,D Felony,Property,Burglary,Yes,New,Male
11160,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11161,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11162,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,3JD,Yes,300.0,,,,Yes,Tech,Male
11163,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
11164,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
11165,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,1JD,No,,,,,No,No Recidivism,Male
11166,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,390.0,C Felony,Property,Burglary,Yes,New,Male
11167,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,1037.0,D Felony,Property,Theft,No,New,Female
11168,2012,2015,White - Hispanic,25-34,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11169,2012,2015,White - Hispanic,25-34,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11170,2012,2015,White - Hispanic,25-34,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11171,2012,2015,White - Hispanic,25-34,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11172,2012,2015,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
11173,2012,2015,Black - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11174,2012,2015,Black - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,1JD,No,,,,,Yes,No Recidivism,Male
11175,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
11176,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,914.0,,,,No,Tech,Male
11177,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,446.0,D Felony,Property,Theft,Yes,New,Male
11178,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,2JD,No,,,,,Yes,No Recidivism,Male
11179,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Female
11180,2012,2015,White - Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
11181,2012,2015,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Female
11182,2012,2015,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Female
